Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,datetime,hour,day,weekday,month,is_weekend
2024-01-06,20:53:36,"""CNR5712520""",Completed,"""CID8152575""",Go Mini,Palam Vihar,Shahdara,7.3,33.1,158.0,40.36,3.7,4.9,UPI,2024-01-06 20:53:36,20,6,5,1,1
2024-02-28,03:21:43,"""CNR1038498""",Completed,"""CID6242930""",Bike,GTB Nagar,Palam Vihar,10.0,36.9,155.0,42.59,4.7,3.2,Cash,2024-02-28 03:21:43,3,28,2,2,0
2024-03-31,08:32:26,"""CNR4896767""",Completed,"""CID6418422""",Auto,Cyber Hub,Mundka,10.5,33.9,107.0,21.68,4.3,4.9,UPI,2024-03-31 08:32:26,8,31,6,3,1
2024-04-04,16:33:57,"""CNR5047025""",Completed,"""CID6365387""",Go Mini,Adarsh Nagar,Rohini West,6.8,22.4,151.0,29.9,4.6,4.6,UPI,2024-04-04 16:33:57,16,4,3,4,0
2024-05-07,21:10:50,"""CNR7514462""",Completed,"""CID5973257""",Go Mini,Golf Course Road,Bhikaji Cama Place,10.7,30.4,187.0,42.27,4.3,4.8,Cash,2024-05-07 21:10:50,21,7,1,5,0
2024-06-15,19:12:37,"""CNR5269641""",Completed,"""CID8225890""",Go Mini,IIT Delhi,Basai Dhankot,12.3,34.6,1543.0,49.71,4.4,5.0,Cash,2024-06-15 19:12:37,19,15,5,6,1
2024-06-14,20:58:12,"""CNR9927786""",Completed,"""CID8378909""",eBike,Punjabi Bagh,Gurgaon Sector 56,3.8,20.2,432.0,32.56,4.2,5.0,UPI,2024-06-14 20:58:12,20,14,4,6,0
2024-10-28,15:46:27,"""CNR5629774""",Completed,"""CID8747096""",Go Mini,Ghaziabad,Udyog Vihar,3.2,30.8,54.0,31.49,4.6,4.9,Cash,2024-10-28 15:46:27,15,28,0,10,0
2024-02-06,10:17:43,"""CNR4578797""",Completed,"""CID1104786""",Auto,Narsinghpur,Maidan Garhi,13.4,20.0,939.0,21.28,3.8,5.0,UPI,2024-02-06 10:17:43,10,6,1,2,0
2024-12-04,07:48:07,"""CNR5277125""",Completed,"""CID7166980""",Auto,MG Road,GTB Nagar,9.8,43.4,829.0,34.14,4.6,4.2,UPI,2024-12-04 07:48:07,7,4,2,12,0
2024-12-22,17:53:25,"""CNR2343017""",Completed,"""CID9190683""",Auto,Panchsheel Park,Gwal Pahari,8.7,27.2,314.0,20.66,4.6,4.3,UPI,2024-12-22 17:53:25,17,22,6,12,1
2024-08-24,21:09:54,"""CNR4356773""",Completed,"""CID9031824""",Go Sedan,Badarpur,Tis Hazari,11.7,30.5,1249.0,24.6,4.1,3.7,Cash,2024-08-24 21:09:54,21,24,5,8,1
2024-09-18,08:48:36,"""CNR1050716""",Completed,"""CID3789359""",Auto,Gurgaon Sector 29,South Extension,4.5,27.4,437.0,27.94,3.9,4.6,UPI,2024-09-18 08:48:36,8,18,2,9,0
2024-10-22,08:41:41,"""CNR7850961""",Completed,"""CID5103518""",Go Mini,Dwarka Sector 21,Moolchand,9.6,28.1,83.0,44.57,4.6,4.5,UPI,2024-10-22 08:41:41,8,22,1,10,0
2024-06-16,06:53:10,"""CNR1254363""",Completed,"""CID9092173""",Auto,Greater Kailash,Raj Nagar Extension,14.2,15.7,1444.0,15.43,4.2,3.1,Cash,2024-06-16 06:53:10,6,16,6,6,1
2024-09-07,04:07:03,"""CNR2742692""",Completed,"""CID6825812""",Bike,Gwal Pahari,Golf Course Road,5.8,31.4,1368.0,42.88,4.3,3.8,Cash,2024-09-07 04:07:03,4,7,5,9,1
2024-05-03,21:53:28,"""CNR9101826""",Completed,"""CID1875498""",Auto,Tagore Garden,Narsinghpur,7.1,18.0,418.0,23.31,4.2,4.6,UPI,2024-05-03 21:53:28,21,3,4,5,0
2024-04-10,19:13:34,"""CNR7054338""",Completed,"""CID5302286""",Premier Sedan,Samaypur Badli,IGNOU Road,11.0,40.0,363.0,31.36,4.2,4.3,UPI,2024-04-10 19:13:34,19,10,2,4,0
2024-02-06,09:18:36,"""CNR5871454""",Completed,"""CID8316899""",Go Mini,AIIMS,Chandni Chowk,12.8,15.3,279.0,16.68,4.1,4.9,Cash,2024-02-06 09:18:36,9,6,1,2,0
2024-04-22,17:13:32,"""CNR4399523""",Completed,"""CID2089022""",Go Mini,Hero Honda Chowk,AIIMS,5.1,39.9,332.0,49.06,4.4,4.6,Cash,2024-04-22 17:13:32,17,22,0,4,0
2024-09-25,18:58:35,"""CNR9707820""",Completed,"""CID2183387""",Auto,Delhi Gate,Gurgaon Sector 29,4.7,37.9,448.0,28.34,4.3,4.9,UPI,2024-09-25 18:58:35,18,25,2,9,0
2024-06-04,15:49:09,"""CNR3363167""",Completed,"""CID8741995""",Go Sedan,Badarpur,Ambience Mall,12.9,29.7,64.0,38.65,3.5,5.0,UPI,2024-06-04 15:49:09,15,4,1,6,0
2024-12-10,14:20:31,"""CNR9573367""",Completed,"""CID7080252""",Go Sedan,Mandi House,Rohini,4.2,18.9,682.0,3.05,4.7,4.3,UPI,2024-12-10 14:20:31,14,10,1,12,0
2024-07-13,02:49:21,"""CNR3121090""",Completed,"""CID1670641""",Go Mini,Mandi House,India Gate,5.2,37.8,488.0,41.81,4.2,4.1,UPI,2024-07-13 02:49:21,2,13,5,7,1
2024-10-16,21:30:28,"""CNR3590282""",Completed,"""CID7281467""",Go Sedan,Barakhamba Road,Ghaziabad,3.9,40.6,953.0,31.28,4.9,4.7,Cash,2024-10-16 21:30:28,21,16,2,10,0
2024-05-05,19:10:02,"""CNR5792733""",Completed,"""CID2894784""",Go Sedan,Jor Bagh,Azadpur,9.9,15.6,965.0,34.5,4.1,4.2,UPI,2024-05-05 19:10:02,19,5,6,5,1
2024-02-18,16:24:39,"""CNR7417036""",Completed,"""CID8283589""",Go Sedan,Khan Market,Green Park,10.0,40.6,405.0,13.1,3.6,4.6,Credit Card,2024-02-18 16:24:39,16,18,6,2,1
2024-08-29,17:11:13,"""CNR8918353""",Completed,"""CID4955715""",Go Sedan,Udyog Vihar Phase 4,Kalkaji,5.0,23.7,423.0,9.93,4.4,4.9,UPI,2024-08-29 17:11:13,17,29,3,8,0
2024-05-25,08:42:50,"""CNR3047231""",Completed,"""CID5464558""",Auto,Akshardham,Bahadurgarh,11.1,31.9,264.0,31.93,3.7,4.2,UPI,2024-05-25 08:42:50,8,25,5,5,1
2024-02-01,09:13:13,"""CNR5380412""",Completed,"""CID8125937""",Go Mini,Shivaji Park,Hauz Khas,11.2,31.3,249.0,34.73,4.2,4.9,UPI,2024-02-01 09:13:13,9,1,3,2,0
2024-03-10,21:06:20,"""CNR4886117""",Completed,"""CID2026490""",Auto,Jasola,Delhi Gate,13.5,32.9,628.0,31.51,4.9,4.9,Cash,2024-03-10 21:06:20,21,10,6,3,1
2024-07-11,20:20:54,"""CNR5468556""",Completed,"""CID4533250""",Bike,Udyog Bhawan,Mundka,7.7,15.9,190.0,10.27,4.7,4.8,UPI,2024-07-11 20:20:54,20,11,3,7,0
2024-04-04,08:50:10,"""CNR8037805""",Completed,"""CID2099192""",Premier Sedan,Rajiv Chowk,Okhla,5.2,23.1,264.0,46.07,4.3,3.1,Uber Wallet,2024-04-04 08:50:10,8,4,3,4,0
2024-12-20,10:45:14,"""CNR5622847""",Completed,"""CID7679264""",Bike,Panipat,New Colony,10.0,37.3,147.0,45.51,4.3,4.5,UPI,2024-12-20 10:45:14,10,20,4,12,0
2024-09-25,15:55:15,"""CNR3788830""",Completed,"""CID1892630""",Auto,Vidhan Sabha,Kaushambi,4.4,28.1,953.0,34.9,4.4,4.8,UPI,2024-09-25 15:55:15,15,25,2,9,0
2024-10-17,17:46:59,"""CNR8254837""",Completed,"""CID5350125""",Go Mini,AIIMS,Ashok Park Main,14.9,20.9,654.0,30.87,4.3,4.9,Cash,2024-10-17 17:46:59,17,17,3,10,0
2024-06-01,08:04:36,"""CNR5483670""",Completed,"""CID3570152""",Go Sedan,Panchsheel Park,Sarai Kale Khan,8.4,19.7,427.0,37.07,4.1,4.9,Cash,2024-06-01 08:04:36,8,1,5,6,1
2024-07-04,08:02:57,"""CNR5166870""",Completed,"""CID9712348""",Auto,Keshav Puram,Mayur Vihar,5.8,25.5,610.0,35.38,4.4,4.3,Uber Wallet,2024-07-04 08:02:57,8,4,3,7,0
2024-04-23,11:09:18,"""CNR1915557""",Completed,"""CID8572565""",Bike,Pragati Maidan,Raj Nagar Extension,7.1,42.5,648.0,19.61,4.2,5.0,UPI,2024-04-23 11:09:18,11,23,1,4,0
2024-02-11,18:46:31,"""CNR3460247""",Completed,"""CID7449191""",Bike,Punjabi Bagh,Green Park,8.8,40.4,792.0,23.82,3.2,4.3,Cash,2024-02-11 18:46:31,18,11,6,2,1
2024-04-28,14:03:27,"""CNR8192412""",Completed,"""CID3617414""",Go Mini,Keshav Puram,Tughlakabad,13.6,29.8,676.0,39.98,3.6,4.7,UPI,2024-04-28 14:03:27,14,28,6,4,1
2024-03-22,21:49:01,"""CNR7439127""",Completed,"""CID2424398""",Bike,Raj Nagar Extension,Moolchand,5.1,22.4,389.0,27.16,3.6,3.9,Uber Wallet,2024-03-22 21:49:01,21,22,4,3,0
2024-04-28,07:28:54,"""CNR3712135""",Completed,"""CID7174383""",Premier Sedan,Jhilmil,Malviya Nagar,11.4,42.6,74.0,48.45,4.1,3.9,Uber Wallet,2024-04-28 07:28:54,7,28,6,4,1
2024-05-07,20:05:26,"""CNR4730676""",Completed,"""CID5429248""",Auto,Noida Sector 18,Malviya Nagar,9.4,41.6,465.0,25.05,4.4,4.9,Credit Card,2024-05-07 20:05:26,20,7,1,5,0
2024-08-27,09:40:17,"""CNR6139544""",Completed,"""CID9812979""",Auto,Khan Market,New Delhi Railway Station,5.3,43.6,932.0,40.21,4.1,4.1,UPI,2024-08-27 09:40:17,9,27,1,8,0
2024-04-03,19:47:28,"""CNR3805926""",Completed,"""CID1837528""",Premier Sedan,ITO,Noida Film City,10.8,33.7,191.0,44.48,3.8,4.9,Cash,2024-04-03 19:47:28,19,3,2,4,0
2024-04-21,12:27:17,"""CNR5129655""",Completed,"""CID6449078""",Bike,India Gate,Shastri Nagar,5.2,34.9,770.0,6.82,4.3,4.8,UPI,2024-04-21 12:27:17,12,21,6,4,1
2024-09-15,19:41:11,"""CNR8725828""",Completed,"""CID5970413""",Go Mini,Indraprastha,IGI Airport,14.3,23.4,514.0,16.21,4.3,3.8,UPI,2024-09-15 19:41:11,19,15,6,9,1
2024-09-18,18:07:44,"""CNR5403690""",Completed,"""CID2856626""",Go Sedan,Botanical Garden,Mansarovar Park,11.7,17.3,349.0,12.9,4.2,5.0,UPI,2024-09-18 18:07:44,18,18,2,9,0
2024-10-07,16:22:15,"""CNR6028710""",Completed,"""CID1715075""",eBike,Janakpuri,Golf Course Road,9.2,41.2,267.0,12.22,4.3,4.1,Cash,2024-10-07 16:22:15,16,7,0,10,0
2024-06-27,17:13:13,"""CNR2650074""",Completed,"""CID5603156""",Go Mini,Samaypur Badli,Ghitorni,4.4,37.0,325.0,3.95,3.8,4.8,UPI,2024-06-27 17:13:13,17,27,3,6,0
2024-03-16,19:36:59,"""CNR7381283""",Completed,"""CID8868738""",Go Sedan,Laxmi Nagar,Pragati Maidan,4.3,15.6,156.0,42.87,3.9,4.2,Cash,2024-03-16 19:36:59,19,16,5,3,1
2024-06-16,21:03:43,"""CNR2531495""",Completed,"""CID7656183""",Bike,Lok Kalyan Marg,IGNOU Road,5.2,27.3,689.0,39.84,4.3,4.9,UPI,2024-06-16 21:03:43,21,16,6,6,1
2024-04-13,11:19:15,"""CNR1939605""",Completed,"""CID1229469""",Auto,Munirka,Pulbangash,13.6,40.4,491.0,4.19,3.8,3.9,Credit Card,2024-04-13 11:19:15,11,13,5,4,1
2024-08-09,03:34:51,"""CNR5149041""",Completed,"""CID6951861""",Go Sedan,Noida Sector 18,Tilak Nagar,10.1,32.5,304.0,6.18,4.2,4.3,Credit Card,2024-08-09 03:34:51,3,9,4,8,0
2024-07-11,20:29:02,"""CNR1918341""",Completed,"""CID7417050""",Auto,Pitampura,Paschim Vihar,14.8,44.4,697.0,4.56,4.5,4.6,UPI,2024-07-11 20:29:02,20,11,3,7,0
2024-07-25,19:28:35,"""CNR9600846""",Completed,"""CID8949589""",Auto,Udyog Bhawan,Janakpuri,3.8,20.1,679.0,47.56,4.2,4.9,UPI,2024-07-25 19:28:35,19,25,3,7,0
2024-06-16,10:12:54,"""CNR4635401""",Completed,"""CID3741723""",Go Mini,Anand Vihar,Gurgaon Sector 56,10.0,18.5,683.0,32.15,4.6,4.0,UPI,2024-06-16 10:12:54,10,16,6,6,1
2024-07-08,21:04:51,"""CNR2135475""",Completed,"""CID8123696""",Go Sedan,Vatika Chowk,Paharganj,7.8,36.4,91.0,23.5,4.0,4.3,UPI,2024-07-08 21:04:51,21,8,0,7,0
2024-02-28,16:43:09,"""CNR2068345""",Completed,"""CID1975343""",Go Sedan,Govindpuri,Kalkaji,8.5,35.7,769.0,18.14,4.4,4.1,Cash,2024-02-28 16:43:09,16,28,2,2,0
2024-12-27,01:14:14,"""CNR6107939""",Completed,"""CID3244272""",Bike,Welcome,DLF Phase 3,2.3,16.4,323.0,31.1,3.6,4.6,Uber Wallet,2024-12-27 01:14:14,1,27,4,12,0
2024-05-13,18:47:50,"""CNR1957129""",Completed,"""CID5761924""",Auto,Noida Extension,Old Gurgaon,12.9,26.0,134.0,13.99,4.8,4.1,Cash,2024-05-13 18:47:50,18,13,0,5,0
2024-05-09,17:14:18,"""CNR1531092""",Completed,"""CID7911273""",Go Mini,Kanhaiya Nagar,Satguru Ram Singh Marg,12.1,33.6,940.0,5.04,4.6,4.6,Credit Card,2024-05-09 17:14:18,17,9,3,5,0
2024-04-04,14:02:47,"""CNR2192659""",Completed,"""CID5227340""",Auto,Anand Vihar,Chirag Delhi,9.6,26.2,266.0,36.18,4.1,4.2,Uber Wallet,2024-04-04 14:02:47,14,4,3,4,0
2024-11-19,20:15:39,"""CNR6262174""",Completed,"""CID4943288""",Auto,Mehrauli,Karol Bagh,8.1,26.4,484.0,13.21,4.5,4.3,Uber Wallet,2024-11-19 20:15:39,20,19,1,11,0
2024-06-04,20:15:11,"""CNR7791863""",Completed,"""CID1873624""",Go Sedan,Indirapuram,Noida Sector 62,5.6,19.2,250.0,6.06,4.3,4.7,Cash,2024-06-04 20:15:11,20,4,1,6,0
2024-06-30,11:57:59,"""CNR5745004""",Completed,"""CID8137475""",Go Mini,Basai Dhankot,Shivaji Park,2.6,21.0,224.0,48.08,5.0,4.6,Cash,2024-06-30 11:57:59,11,30,6,6,1
2024-04-10,11:34:22,"""CNR8084453""",Completed,"""CID5057901""",Premier Sedan,Vatika Chowk,Saidulajab,12.8,36.8,669.0,39.51,3.6,4.2,Cash,2024-04-10 11:34:22,11,10,2,4,0
2024-08-05,15:40:40,"""CNR3334608""",Completed,"""CID2336782""",Go Mini,GTB Nagar,Kalkaji,5.2,31.7,207.0,7.83,4.4,3.9,Uber Wallet,2024-08-05 15:40:40,15,5,0,8,0
2024-08-16,12:45:03,"""CNR3901250""",Completed,"""CID4369282""",Go Sedan,Rajiv Nagar,Meerut,13.2,35.8,227.0,12.34,4.1,3.1,Cash,2024-08-16 12:45:03,12,16,4,8,0
2024-03-21,01:29:50,"""CNR3899180""",Completed,"""CID3915373""",Premier Sedan,Panchsheel Park,Yamuna Bank,2.3,33.8,771.0,36.7,3.5,4.6,UPI,2024-03-21 01:29:50,1,21,3,3,0
2024-05-06,13:35:55,"""CNR7619619""",Completed,"""CID9964707""",Auto,Sadar Bazar Gurgaon,Chanakyapuri,14.2,26.4,441.0,31.5,4.7,3.1,Uber Wallet,2024-05-06 13:35:55,13,6,0,5,0
2024-05-18,06:30:30,"""CNR2415257""",Completed,"""CID6909825""",Premier Sedan,Lajpat Nagar,Rohini,12.4,21.6,788.0,4.26,4.2,4.5,UPI,2024-05-18 06:30:30,6,18,5,5,1
2024-10-06,21:53:22,"""CNR9756448""",Completed,"""CID6952097""",Auto,Indraprastha,Panipat,13.3,41.6,459.0,46.74,5.0,4.9,UPI,2024-10-06 21:53:22,21,6,6,10,1
2024-10-10,03:56:19,"""CNR5071968""",Completed,"""CID7384045""",Go Sedan,Panchsheel Park,Yamuna Bank,4.7,42.5,473.0,48.35,4.7,3.8,Cash,2024-10-10 03:56:19,3,10,3,10,0
2024-05-14,06:39:13,"""CNR9262105""",Completed,"""CID3597216""",Bike,Noida Sector 62,DLF City Court,14.5,19.8,503.0,49.87,4.3,4.7,Cash,2024-05-14 06:39:13,6,14,1,5,0
2024-12-28,15:23:53,"""CNR6026973""",Completed,"""CID7000290""",Go Mini,Badarpur,Botanical Garden,5.4,18.2,586.0,22.67,4.2,4.2,UPI,2024-12-28 15:23:53,15,28,5,12,1
2024-05-29,22:39:15,"""CNR1690974""",Completed,"""CID5614686""",Go Mini,Preet Vihar,Cyber Hub,11.5,25.4,236.0,45.17,4.6,3.0,UPI,2024-05-29 22:39:15,22,29,2,5,0
2024-11-19,17:42:35,"""CNR2405566""",Completed,"""CID2765782""",Go Mini,Kadarpur,Maidan Garhi,11.6,28.4,73.0,23.07,4.6,4.2,UPI,2024-11-19 17:42:35,17,19,1,11,0
2024-11-27,08:10:57,"""CNR5503992""",Completed,"""CID3215242""",Premier Sedan,Malviya Nagar,Nehru Place,3.1,44.8,355.0,4.08,4.7,3.1,Cash,2024-11-27 08:10:57,8,27,2,11,0
2024-10-02,02:51:56,"""CNR5487256""",Completed,"""CID2154074""",Auto,Pitampura,Yamuna Bank,11.1,23.6,663.0,41.97,3.9,4.1,UPI,2024-10-02 02:51:56,2,2,2,10,0
2024-04-13,18:30:55,"""CNR9280980""",Completed,"""CID4697642""",Auto,Kalkaji,Sultanpur,2.6,39.6,886.0,38.82,4.2,4.3,UPI,2024-04-13 18:30:55,18,13,5,4,1
2024-12-29,19:49:23,"""CNR5735365""",Completed,"""CID4330019""",Auto,Anand Vihar ISBT,Hauz Khas,7.2,37.7,292.0,30.4,4.2,3.7,Cash,2024-12-29 19:49:23,19,29,6,12,1
2024-06-05,10:39:57,"""CNR7094496""",Completed,"""CID1193764""",Auto,Gurgaon Sector 29,Rajouri Garden,2.0,37.3,564.0,19.78,4.4,4.2,UPI,2024-06-05 10:39:57,10,5,2,6,0
2024-05-26,20:42:23,"""CNR3317899""",Completed,"""CID7292132""",Go Mini,Hero Honda Chowk,Satguru Ram Singh Marg,11.3,39.8,619.0,47.2,4.2,4.3,Cash,2024-05-26 20:42:23,20,26,6,5,1
2024-10-03,09:05:53,"""CNR7648257""",Completed,"""CID6260946""",Go Mini,Khan Market,AIIMS,2.7,28.4,963.0,17.43,4.8,3.8,Uber Wallet,2024-10-03 09:05:53,9,3,3,10,0
2024-07-23,01:52:02,"""CNR9887499""",Completed,"""CID4896073""",Auto,Jahangirpuri,Rajiv Nagar,4.8,33.6,427.0,14.43,4.1,4.6,UPI,2024-07-23 01:52:02,1,23,1,7,0
2024-10-09,02:44:58,"""CNR5899408""",Completed,"""CID6731666""",Auto,Chhatarpur,Vatika Chowk,4.4,42.4,60.0,22.92,4.6,3.7,Cash,2024-10-09 02:44:58,2,9,2,10,0
2024-11-06,13:15:08,"""CNR4090725""",Completed,"""CID9333845""",Bike,Dilshad Garden,Laxmi Nagar,8.0,29.0,697.0,32.15,3.2,3.9,Debit Card,2024-11-06 13:15:08,13,6,2,11,0
2024-02-17,11:09:37,"""CNR7912140""",Completed,"""CID2721563""",Go Mini,Arjangarh,GTB Nagar,8.1,35.4,953.0,43.08,4.6,4.9,UPI,2024-02-17 11:09:37,11,17,5,2,1
2024-08-19,16:35:23,"""CNR1149573""",Completed,"""CID4850979""",Go Mini,Chirag Delhi,IGNOU Road,5.9,37.3,342.0,48.91,4.0,4.8,Cash,2024-08-19 16:35:23,16,19,0,8,0
2024-08-19,14:05:34,"""CNR6845177""",Completed,"""CID2910913""",Go Mini,Civil Lines Gurgaon,Sarai Kale Khan,7.0,17.9,935.0,32.46,4.4,3.9,Uber Wallet,2024-08-19 14:05:34,14,19,0,8,0
2024-05-13,19:07:57,"""CNR6115510""",Completed,"""CID8805139""",Auto,IGNOU Road,Tughlakabad,6.1,24.0,566.0,11.44,4.8,3.7,Debit Card,2024-05-13 19:07:57,19,13,0,5,0
2024-02-28,15:56:29,"""CNR6859535""",Completed,"""CID2960838""",Bike,Sultanpur,Netaji Subhash Place,9.6,34.6,459.0,42.18,3.7,3.7,Credit Card,2024-02-28 15:56:29,15,28,2,2,0
2024-06-10,17:20:23,"""CNR5958707""",Completed,"""CID9250719""",Go Mini,South Extension,Sultanpur,5.2,18.3,401.0,40.16,4.1,4.2,UPI,2024-06-10 17:20:23,17,10,0,6,0
2024-07-13,20:13:00,"""CNR7438691""",Completed,"""CID6640597""",Uber XL,Tis Hazari,Noida Film City,4.7,34.8,509.0,4.01,4.3,4.9,Cash,2024-07-13 20:13:00,20,13,5,7,1
2024-01-16,02:31:09,"""CNR3871982""",Completed,"""CID3385226""",eBike,Basai Dhankot,Chirag Delhi,10.3,41.2,905.0,15.59,4.9,4.6,UPI,2024-01-16 02:31:09,2,16,1,1,0
2024-05-30,16:19:02,"""CNR7276252""",Completed,"""CID4805819""",Go Mini,GTB Nagar,Ghitorni,10.8,16.5,312.0,47.72,4.7,4.2,Cash,2024-05-30 16:19:02,16,30,3,5,0
2024-05-09,09:16:04,"""CNR2118165""",Completed,"""CID4254404""",Auto,Meerut,Gurgaon Railway Station,11.6,20.9,103.0,34.36,4.2,4.6,UPI,2024-05-09 09:16:04,9,9,3,5,0
2024-02-04,21:29:14,"""CNR1580852""",Completed,"""CID1032196""",Bike,Mundka,Moolchand,7.4,16.0,425.0,11.93,4.2,4.3,Cash,2024-02-04 21:29:14,21,4,6,2,1
2024-06-06,17:48:55,"""CNR8400555""",Completed,"""CID7803210""",Premier Sedan,Netaji Subhash Place,Mayur Vihar,11.3,44.8,309.0,42.82,4.3,4.7,UPI,2024-06-06 17:48:55,17,6,3,6,0
2024-08-23,15:15:50,"""CNR8799283""",Completed,"""CID2914515""",Auto,Netaji Subhash Place,Vatika Chowk,8.0,23.6,379.0,43.14,4.3,3.9,UPI,2024-08-23 15:15:50,15,23,4,8,0
2024-09-16,12:20:07,"""CNR5193961""",Completed,"""CID3471193""",Go Mini,Green Park,Udyog Vihar Phase 4,9.6,39.8,623.0,40.59,4.3,3.8,UPI,2024-09-16 12:20:07,12,16,0,9,0
2024-12-25,18:07:10,"""CNR9045710""",Completed,"""CID9382079""",Go Mini,Gwal Pahari,Pitampura,14.3,19.6,743.0,20.32,4.4,5.0,Cash,2024-12-25 18:07:10,18,25,2,12,0
2024-07-25,14:39:37,"""CNR1884447""",Completed,"""CID3794502""",Premier Sedan,Cyber Hub,Narsinghpur,2.1,23.1,647.0,48.8,4.4,4.3,Uber Wallet,2024-07-25 14:39:37,14,25,3,7,0
2024-10-30,03:42:37,"""CNR3795914""",Completed,"""CID2036541""",Go Mini,Pataudi Chowk,Golf Course Road,7.3,30.1,1364.0,42.16,3.4,3.3,Cash,2024-10-30 03:42:37,3,30,2,10,0
2024-09-29,19:08:22,"""CNR3338595""",Completed,"""CID3627391""",Auto,Badshahpur,Vatika Chowk,3.6,24.8,890.0,47.98,3.6,4.7,UPI,2024-09-29 19:08:22,19,29,6,9,1
2024-12-24,18:06:50,"""CNR1610053""",Completed,"""CID5372274""",Go Sedan,Pragati Maidan,Tilak Nagar,5.1,44.0,162.0,46.78,3.8,3.2,Cash,2024-12-24 18:06:50,18,24,1,12,0
2024-11-23,14:38:02,"""CNR4383491""",Completed,"""CID5404553""",Auto,Jor Bagh,Shivaji Park,14.6,42.3,242.0,27.68,4.3,4.5,Debit Card,2024-11-23 14:38:02,14,23,5,11,1
2024-02-22,19:18:56,"""CNR4238002""",Completed,"""CID6776646""",Premier Sedan,Sikanderpur,Karkarduma,2.9,44.7,342.0,27.62,4.6,4.5,UPI,2024-02-22 19:18:56,19,22,3,2,0
2024-01-11,16:19:12,"""CNR2471315""",Completed,"""CID1296895""",Go Mini,Maidan Garhi,Ghitorni Village,5.2,26.2,316.0,17.92,4.0,4.7,UPI,2024-01-11 16:19:12,16,11,3,1,0
2024-08-26,21:41:12,"""CNR7554909""",Completed,"""CID2941890""",Auto,New Colony,RK Puram,2.7,34.6,1286.0,30.53,4.5,4.2,Uber Wallet,2024-08-26 21:41:12,21,26,0,8,0
2024-03-06,18:05:10,"""CNR3228885""",Completed,"""CID3480522""",Bike,Manesar,Civil Lines Gurgaon,6.6,29.8,689.0,45.97,3.9,4.9,UPI,2024-03-06 18:05:10,18,6,2,3,0
2024-04-24,04:51:55,"""CNR4249572""",Completed,"""CID9658351""",Premier Sedan,Kashmere Gate,Gwal Pahari,4.7,15.6,504.0,24.06,4.7,5.0,Uber Wallet,2024-04-24 04:51:55,4,24,2,4,0
2024-04-12,09:09:48,"""CNR1730323""",Completed,"""CID1295813""",Go Sedan,Jahangirpuri,Sultanpur,10.8,17.6,231.0,9.44,4.1,4.5,Uber Wallet,2024-04-12 09:09:48,9,12,4,4,0
2024-12-28,03:45:50,"""CNR3316127""",Completed,"""CID1501533""",Premier Sedan,Mansarovar Park,IGNOU Road,15.0,29.1,824.0,24.98,4.4,4.2,UPI,2024-12-28 03:45:50,3,28,5,12,1
2024-09-09,21:25:37,"""CNR5001450""",Completed,"""CID4130652""",Uber XL,Khan Market,Tilak Nagar,12.5,15.4,478.0,10.78,3.9,4.9,Uber Wallet,2024-09-09 21:25:37,21,9,0,9,0
2024-03-16,14:26:34,"""CNR2994632""",Completed,"""CID4528348""",Bike,Panipat,Jasola,6.9,29.7,432.0,40.59,4.4,4.3,Debit Card,2024-03-16 14:26:34,14,16,5,3,1
2024-04-30,11:35:16,"""CNR8349332""",Completed,"""CID1895189""",Bike,Saket,Rohini,6.6,19.1,606.0,5.75,4.2,4.6,UPI,2024-04-30 11:35:16,11,30,1,4,0
2024-08-12,16:59:05,"""CNR6785391""",Completed,"""CID3192351""",Auto,Sultanpur,Bahadurgarh,7.5,18.1,328.0,42.66,3.4,4.9,UPI,2024-08-12 16:59:05,16,12,0,8,0
2024-10-15,11:25:04,"""CNR3942728""",Completed,"""CID3899231""",Premier Sedan,Shastri Park,Rohini West,2.9,38.3,156.0,36.13,4.3,4.3,UPI,2024-10-15 11:25:04,11,15,1,10,0
2024-03-06,11:49:24,"""CNR2282162""",Completed,"""CID7242372""",Go Sedan,Rithala,Noida Film City,9.4,36.3,105.0,44.08,4.7,4.9,Credit Card,2024-03-06 11:49:24,11,6,2,3,0
2024-01-24,10:32:59,"""CNR5351433""",Completed,"""CID4736469""",Auto,Huda City Centre,Karkarduma,11.2,22.0,213.0,35.76,4.8,4.6,Debit Card,2024-01-24 10:32:59,10,24,2,1,0
2024-08-29,02:37:10,"""CNR8880913""",Completed,"""CID4302311""",Bike,Kashmere Gate ISBT,Rajiv Chowk,11.2,19.6,620.0,45.0,4.6,3.1,Cash,2024-08-29 02:37:10,2,29,3,8,0
2024-10-02,23:59:15,"""CNR8399435""",Completed,"""CID7010722""",Go Mini,South Extension,Vidhan Sabha,11.6,21.9,83.0,45.07,3.9,4.2,Credit Card,2024-10-02 23:59:15,23,2,2,10,0
2024-12-30,17:45:30,"""CNR1090037""",Completed,"""CID2369298""",Bike,Ashok Vihar,Rohini,7.6,41.6,821.0,3.86,3.7,4.9,Uber Wallet,2024-12-30 17:45:30,17,30,0,12,0
